CmdNumber,Timestamp,LLActionType,InstanceName,CommandType,TargetPosition,EndEffector,Velocity,Acceleration,Pose,Joints,Success,ExecTimeMs,PlanTimeMs,TotalTimeMs,GapFromPrevMs,PlanningInGapMs,BTOverheadMs,ParentMLAction,Error
257,2026-05-04 14:33:01.712,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup30,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15462.71,0.00,17513.39,4219.67,0.00,4219.67,,
258,2026-05-04 14:33:19.487,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick23_robot1_finallocstick23_rpmanipulate_cube4_stick18_gripper1_layer4_layer5,planned,finallocstick23,,0.30,0.30,"-0.200064;0.956308;0.060000;-1.523074;-2.747699;0.000000","",True,19112.04,0.00,21166.99,261.11,0.00,261.11,,
259,2026-05-04 14:33:40.789,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick23_robot1_finallocstick23_rpmanipulate_cube4_stick18_gripper1_layer4_layer5,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,12172.77,0.00,14202.53,135.07,0.00,135.07,,
260,2026-05-04 14:33:58.876,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup29,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15138.77,0.00,17168.40,3885.12,0.00,3885.12,,
261,2026-05-04 14:34:16.320,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick22_initlocstick22_robot1_gripper1_rppickup,movel,initlocstick22,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6301.74,0.00,8344.48,275.56,0.00,275.56,,
262,2026-05-04 14:34:24.798,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick22_initlocstick22_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,13.10,0.00,2046.22,133.59,0.00,133.59,,
263,2026-05-04 14:34:26.985,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick22_initlocstick22_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5933.14,0.00,7970.83,139.95,0.00,139.95,,
264,2026-05-04 14:34:39.100,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup31,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,14948.94,0.00,16970.01,4144.84,0.00,4144.84,,
265,2026-05-04 14:34:56.350,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick22_robot1_finallocstick22_rpmanipulate_stick17_stick18_gripper1_layer4_layer5,planned,finallocstick22,,0.30,0.30,"-0.008635;0.884899;0.060000;3.019893;0.865940;0.000000","",True,18376.45,0.00,20421.54,280.04,0.00,280.04,,
266,2026-05-04 14:35:16.910,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick22_robot1_finallocstick22_rpmanipulate_stick17_stick18_gripper1_layer4_layer5,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11409.48,0.00,13475.91,138.24,0.00,138.24,,
267,2026-05-04 14:35:34.487,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup30,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,14958.96,0.00,16983.78,4100.78,0.00,4100.78,,
268,2026-05-04 14:35:51.750,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_cube6_initloccube6_robot1_gripper1_rppickup,movel,initloccube6,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,6303.50,0.00,8337.81,279.59,0.00,279.59,,
269,2026-05-04 14:36:00.221,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_cube6_initloccube6_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,12.47,0.00,2060.35,132.62,0.00,132.62,,
270,2026-05-04 14:36:02.423,MoveToLL,MoveToLL_moveToRetract_PickUpML_cube6_initloccube6_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5927.68,0.00,7968.09,142.42,0.00,142.42,,
271,2026-05-04 14:36:14.480,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup32,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,14959.79,0.00,16989.48,4088.67,0.00,4088.67,,
272,2026-05-04 14:36:31.741,MoveToLL,MoveToLL_moveToObjPosition_StackML_cube6_stick23_robot1_gripper1_finalloccube6_rpmanipulate,planned,finalloccube6,,0.30,0.30,"-0.245858;0.927693;0.077500;-1.523074;-2.747699;0.000000","",True,17511.55,0.00,19553.29,271.41,0.00,271.41,,
273,2026-05-04 14:36:51.430,MoveToLL,MoveToLL_moveToRobotPosition_StackML_cube6_stick23_robot1_gripper1_finalloccube6_rpmanipulate,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11463.89,0.00,13518.14,135.29,0.00,135.29,,
274,2026-05-04 14:37:08.893,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup31,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15043.13,0.00,17088.01,3944.98,0.00,3944.98,,
275,2026-05-04 14:37:26.247,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick26_initlocstick26_robot1_gripper1_rppickup,movel,initlocstick26,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6315.88,0.00,8356.87,266.08,0.00,266.08,,
276,2026-05-04 14:37:34.734,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick26_initlocstick26_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,13.61,0.00,2066.28,130.83,0.00,130.83,,
277,2026-05-04 14:37:36.922,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick26_initlocstick26_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5239.05,0.00,7285.92,121.18,0.00,121.18,,
278,2026-05-04 14:37:48.530,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup33,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15386.24,0.00,17430.55,4322.09,0.00,4322.09,,
279,2026-05-04 14:38:06.237,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick26_robot1_finallocstick26_rpmanipulate_stick22_stick21_gripper1_layer5_layer6,planned,finallocstick26,,0.30,0.30,"0.013005;0.768142;0.077500;3.127129;-0.301108;0.000000","",True,19917.00,0.00,21953.26,276.28,0.00,276.28,,
280,2026-05-04 14:38:28.317,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick26_robot1_finallocstick26_rpmanipulate_stick22_stick21_gripper1_layer5_layer6,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,16371.40,0.00,18422.59,127.34,0.00,127.34,,
281,2026-05-04 14:38:51.119,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup32,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15319.35,0.00,17374.99,4379.47,0.00,4379.47,,
282,2026-05-04 14:39:08.767,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick27_initlocstick27_robot1_gripper1_rppickup,movel,initlocstick27,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6306.32,0.00,8348.73,272.71,0.00,272.71,,
283,2026-05-04 14:39:17.254,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick27_initlocstick27_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,12.50,0.00,2066.44,137.93,0.00,137.93,,
284,2026-05-04 14:39:19.445,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick27_initlocstick27_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5953.31,0.00,7986.94,124.57,0.00,124.57,,
285,2026-05-04 14:39:31.834,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup34,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15311.19,0.00,17349.68,4402.68,0.00,4402.68,,
286,2026-05-04 14:39:49.462,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick27_robot1_finallocstick27_rpmanipulate_stick23_stick22_gripper1_layer5_layer6,planned,finallocstick27,,0.30,0.30,"-0.115108;0.958076;0.077500;2.424130;1.998299;0.000000","",True,17522.35,0.00,19547.93,277.62,0.00,277.62,,
287,2026-05-04 14:40:09.147,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick27_robot1_finallocstick27_rpmanipulate_stick23_stick22_gripper1_layer5_layer6,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,12173.10,0.00,14200.17,137.26,0.00,137.26,,
288,2026-05-04 14:40:27.957,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rptoolchange_dup7,movej,rptoolchange,,0.30,0.30,"-0.276143;0.385864;0.086921;-3.141491;-0.002589;-0.000081","2.086106;-1.186673;-2.396030;-1.129490;1.555172;0.503193",True,10974.92,0.00,13029.16,4610.07,0.00,4610.07,,
289,2026-05-04 14:40:41.242,DeequipToolLL,DeequipToolLL_deequipTool_DeequipML_robot1_gripper1_equiplocgripper_rptoolchange_dup4,play_program,,,0.50,1.00,"","",True,21102.21,0.00,23136.74,255.67,0.00,255.67,,
290,2026-05-04 14:41:04.619,EquipToolLL,EquipToolLL_equipTool_EquipeML_robot1_staplergun1_rptoolchange_equiplocstapler_dup4,play_program,,,0.50,1.00,"","",True,10406.23,0.00,12436.19,240.49,0.00,240.49,,
291,2026-05-04 14:41:21.658,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rptoolchange_rpmanipulate_dup4,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11185.34,0.00,13222.15,4602.90,0.00,4602.90,,
292,2026-05-04 14:41:35.141,NailingLL,NailingLL_nailStep_NailingML_cube5_stick19_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.233547;0.989094;0.098550;0.000000;0.000000;0.000000","",True,24722.03,0.00,26776.93,260.76,0.00,260.76,,
293,2026-05-04 14:42:05.995,NailingLL,NailingLL_nailStep_NailingML_cube6_stick23_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"-0.243102;0.929415;0.097575;0.000000;0.000000;0.000000","",True,12226.21,0.00,14242.41,4076.61,0.00,4076.61,,
294,2026-05-04 14:42:24.328,NailingLL,NailingLL_nailStep_NailingML_stick24_stick19_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.327564;0.930345;0.098575;0.000000;0.000000;0.000000","",True,17803.19,0.00,19839.83,4091.10,0.00,4091.10,,
295,2026-05-04 14:42:48.219,NailingLL,NailingLL_nailStep_NailingML_stick24_stick20_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.360851;0.797137;0.098050;0.000000;0.000000;0.000000","",True,10622.46,0.00,12669.02,4050.58,0.00,4050.58,,
296,2026-05-04 14:43:04.837,NailingLL,NailingLL_nailStep_NailingML_stick25_stick20_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.282038;0.684705;0.097575;0.000000;0.000000;0.000000","",True,10725.24,0.00,12772.45,3949.85,0.00,3949.85,,
297,2026-05-04 14:43:21.670,NailingLL,NailingLL_nailStep_NailingML_stick25_stick21_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.150251;0.659089;0.097550;0.000000;0.000000;0.000000","",True,10623.89,0.00,12659.96,4059.57,0.00,4059.57,,
298,2026-05-04 14:43:38.482,NailingLL,NailingLL_nailStep_NailingML_stick26_stick21_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.008968;0.747372;0.097550;0.000000;0.000000;0.000000","",True,9714.00,0.00,11768.05,4152.13,0.00,4152.13,,
299,2026-05-04 14:43:54.380,NailingLL,NailingLL_nailStep_NailingML_stick26_stick22_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.025181;0.830783;0.097550;0.000000;0.000000;0.000000","",True,8936.82,0.00,10988.43,4130.35,0.00,4130.35,,
300,2026-05-04 14:44:09.398,NailingLL,NailingLL_nailStep_NailingML_stick27_stick22_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"-0.045962;0.944636;0.097550;0.000000;0.000000;0.000000","",True,14654.96,0.00,16695.41,4029.80,0.00,4029.80,,
301,2026-05-04 14:44:30.286,NailingLL,NailingLL_nailStep_NailingML_stick27_stick23_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"-0.177749;0.970252;0.097550;0.000000;0.000000;0.000000","",True,14602.34,0.00,16635.32,4192.46,0.00,4192.46,,
302,2026-05-04 14:44:54.406,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rptoolchange_dup8,movej,rptoolchange,,0.30,0.30,"-0.276143;0.385864;0.086921;-3.141491;-0.002589;-0.000081","2.086106;-1.186673;-2.396030;-1.129490;1.555172;0.503193",True,13404.04,0.00,15443.66,7484.68,0.00,7484.68,,
303,2026-05-04 14:45:10.360,DeequipToolLL,DeequipToolLL_deequipTool_DeequipML_robot1_staplergun1_equiplocstapler_rptoolchange_dup4,play_program,,,0.50,1.00,"","",True,7346.80,0.00,9405.13,510.31,0.00,510.31,,
304,2026-05-04 14:45:20.012,EquipToolLL,EquipToolLL_equipTool_EquipeML_robot1_gripper1_rptoolchange_equiplocgripper_dup4,play_program,,,0.50,1.00,"","",True,21158.59,0.00,23200.64,246.80,0.00,246.80,,
305,2026-05-04 14:45:47.422,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rptoolchange_rppickup_dup4,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,18089.52,0.00,20141.85,4209.35,0.00,4209.35,,
306,2026-05-04 14:46:07.816,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick29_initlocstick29_robot1_gripper1_rppickup,movel,initlocstick29,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6327.66,0.00,8369.38,251.70,0.00,251.70,,
307,2026-05-04 14:46:16.314,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick29_initlocstick29_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,17.80,0.00,2043.18,128.62,0.00,128.62,,
308,2026-05-04 14:46:18.485,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick29_initlocstick29_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5947.69,0.00,7975.70,128.00,0.00,128.00,,
309,2026-05-04 14:46:30.937,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup35,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15273.54,0.00,17331.81,4476.57,0.00,4476.57,,
310,2026-05-04 14:46:48.521,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick29_robot1_finallocstick29_rpmanipulate_stick24_stick25_gripper1_layer6_layer7,planned,finallocstick29,,0.30,0.30,"0.313042;0.735067;0.095000;-0.970806;-2.987832;0.000000","",True,18332.74,0.00,20369.85,251.93,0.00,251.93,,
311,2026-05-04 14:47:09.010,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick29_robot1_finallocstick29_rpmanipulate_stick24_stick25_gripper1_layer6_layer7,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,12197.40,0.00,14215.65,119.55,0.00,119.55,,
312,2026-05-04 14:47:27.576,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup33,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15379.00,0.00,17404.02,4350.51,0.00,4350.51,,
313,2026-05-04 14:47:45.243,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick28_initlocstick28_robot1_gripper1_rppickup,movel,initlocstick28,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,6318.34,0.00,8359.26,262.39,0.00,262.39,,
314,2026-05-04 14:47:53.731,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick28_initlocstick28_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,8.49,0.00,2043.08,129.50,0.00,129.50,,
315,2026-05-04 14:47:55.904,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick28_initlocstick28_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5974.92,0.00,7983.55,129.62,0.00,129.62,,
316,2026-05-04 14:48:07.895,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup36,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,14985.03,0.00,17042.17,4007.68,0.00,4007.68,,
317,2026-05-04 14:48:25.196,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick28_robot1_finallocstick28_rpmanipulate_cube5_stick24_gripper1_layer6_layer7,planned,finallocstick28,,0.30,0.30,"0.294394;0.948859;0.096000;1.426253;-2.799180;0.000000","",True,23156.85,0.00,25176.62,257.92,0.00,257.92,,
318,2026-05-04 14:48:50.500,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick28_robot1_finallocstick28_rpmanipulate_cube5_stick24_gripper1_layer6_layer7,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,21998.32,0.00,24036.34,128.22,0.00,128.22,,
319,2026-05-04 14:49:18.704,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup34,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15548.44,0.00,17584.69,4167.60,0.00,4167.60,,
320,2026-05-04 14:49:36.541,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick32_initlocstick32_robot1_gripper1_rppickup,movel,initlocstick32,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,6330.06,0.00,8373.43,251.64,0.00,251.64,,
321,2026-05-04 14:49:45.044,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick32_initlocstick32_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,8.51,0.00,2046.19,129.71,0.00,129.71,,
322,2026-05-04 14:49:47.212,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick32_initlocstick32_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5965.91,0.00,7992.85,121.86,0.00,121.86,,
323,2026-05-04 14:49:59.479,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup37,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15462.80,0.00,17477.57,4274.69,0.00,4274.69,,
324,2026-05-04 14:50:17.225,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick32_robot1_finallocstick32_rpmanipulate_cube6_stick27_gripper1_layer6_layer7,planned,finallocstick32,,0.30,0.30,"-0.210902;0.952155;0.095000;-1.426253;-2.799180;0.000000","",True,19127.25,0.00,21159.86,267.69,0.00,267.69,,
325,2026-05-04 14:50:38.512,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick32_robot1_finallocstick32_rpmanipulate_cube6_stick27_gripper1_layer6_layer7,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11482.34,0.00,13508.23,127.15,0.00,127.15,,
326,2026-05-04 14:50:56.279,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup35,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15461.82,0.00,17495.00,4259.11,0.00,4259.11,,
327,2026-05-04 14:51:14.030,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick33_initlocstick33_robot1_gripper1_rppickup,movel,initlocstick33,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6333.49,0.00,8366.66,256.23,0.00,256.23,,
328,2026-05-04 14:51:22.534,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick33_initlocstick33_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,8.49,0.00,2038.16,137.52,0.00,137.52,,
329,2026-05-04 14:51:24.701,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick33_initlocstick33_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5957.48,0.00,7984.48,128.71,0.00,128.71,,
330,2026-05-04 14:51:36.929,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup38,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15480.01,0.00,17509.13,4243.02,0.00,4243.02,,
331,2026-05-04 14:51:54.699,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick33_robot1_finallocstick33_rpmanipulate_stick29_stick28_gripper1_layer7_layer8,planned,finallocstick33,,0.30,0.30,"0.342774;0.850031;0.113500;0.191790;-3.135733;0.000000","",True,19941.73,0.00,21971.06,261.14,0.00,261.14,,
332,2026-05-04 14:52:16.801,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick33_robot1_finallocstick33_rpmanipulate_stick29_stick28_gripper1_layer7_layer8,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,16395.55,0.00,18416.35,130.85,0.00,130.85,,
333,2026-05-04 14:52:39.217,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup36,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15024.55,0.00,17052.75,3999.51,0.00,3999.51,,
334,2026-05-04 14:52:56.525,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick30_initlocstick30_robot1_gripper1_rppickup,movel,initlocstick30,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6330.68,0.00,8366.59,255.07,0.00,255.07,,
335,2026-05-04 14:53:05.022,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick30_initlocstick30_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,12.96,0.00,2047.50,130.87,0.00,130.87,,
336,2026-05-04 14:53:07.194,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick30_initlocstick30_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5949.51,0.00,7986.58,124.25,0.00,124.25,,
337,2026-05-04 14:53:19.302,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup39,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,14958.48,0.00,17006.30,4121.53,0.00,4121.53,,
338,2026-05-04 14:53:36.557,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick30_robot1_finallocstick30_rpmanipulate_stick25_stick26_gripper1_layer6_layer7,planned,finallocstick30,,0.30,0.30,"0.086760;0.699228;0.095000;2.799180;1.426253;0.000000","",True,15117.86,0.00,17177.01,248.87,0.00,248.87,,
